0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
500000.0,0.6135774040413656,0.2039206206362117,0.02,0.001,5.0,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,3.176567836657001e-272,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
500000.0,0.6135774040413656,0.2039206206362117,0.02,0.001,5.0,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,0.0,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
500000.0,0.6135774040413656,0.2039206206362117,0.7,0.2,1.8,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,0.0003176567836657,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
500000.0,0.6135774040413656,0.2039206206362117,0.02,0.001,5.0,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,3.176567836657001e-283,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
500000.0,0.6135774040413656,0.2039206206362117,0.02,0.001,5.0,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,0.0,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
500000.0,0.6135774040413656,0.2039206206362117,0.02,0.001,5.0,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,3.1765678366570005e-203,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
500000.0,0.6135774040413656,0.2039206206362117,0.02,0.001,5.0,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,0.0,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
500000.0,0.6135774040413656,0.2039206206362117,0.02,0.001,5.0,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,3.176567836657001e-276,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
500000.0,0.6135774040413656,0.2039206206362117,0.036425216147257904,0.00263248862196783,1.0,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,0.0,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
500000.0,0.6135774040413656,0.2039206206362117,0.02,0.001,4.342170476770609,0.4692307692307693,1.0,1.5,1.0000000000000002e-06,0.0,1.8206178550442696e-21,9.33355515074943e-13,0.0492366376540959,0.641671170069303,0.1617903030935988,0.0416924514099231,0.0,2.0,0.0674559557659555,299838.74406523583,0.198909083172271,9.211522519585751e-09,8.284618352937945e-07,0,5.0,2.1476180751976117e+30,3.049754060177755e+18,0.1379556739056122,0.4073542114448485,0.0481351408570356,0.1673728398729733,0.004882341177723,0.0099999999999999,5.095407343103785e-107,5.328504342201697e-107,0.0101259381920284,0,0.089767060386584,1e+79
